id,brand,instagram_link,variant,variant_image_url,variant_link,concentration,rating,gender,size (ml),price,price_per_ml,top_notes1,top_notes2,top_notes3,mid_notes1,mid_notes2,mid_notes3,base_notes1,base_notes2,base_notes3
227,OUDS,,NUSA,,https://shopee.co.id/OUDS-Perfume-NUSA-i.258089214.7748294386?sp_atk=6ef85724-e453-4e71-a82a-786aad4e69bf&xptdk=6ef85724-e453-4e71-a82a-786aad4e69bf,EDP,4,Unisex,35,"150,000.00","4,285.71",Bergamot,Chamomile,Bulgarian Rose,Hedione,Guaiac Wood,,Papyrus,Agarwood,
228,OUDS,,NERD,,https://shopee.co.id/OUDS-Perfume-NERD-i.258089214.19970220054?sp_atk=03c3858e-1505-41cd-aedf-fed6778e88a5&xptdk=03c3858e-1505-41cd-aedf-fed6778e88a5,EDP,4.3,Unisex,35,"150,000.00","4,285.71",Chocolate,Lavender,,Honey,Geranium,Jasmine,Musk,Sandalwood,Tonka Bean
229,Oullu,https://www.instagram.com/oullu.id/,Arcana,,https://shopee.co.id/oullu/3316147789,EDP,4.3,Feminime,50,"389,000.00","7,780.00",Licorice,Almond,,Pistachio,Rhubarb,,Ambergris,Vanilla,
230,Oullu,,Solar Rays,,https://shopee.co.id/Oullu-Solar-Rays-50ml-EDP-i.221212736.3760979867?sp_atk=1460ae81-4c32-4fd2-8361-7522d0227065&xptdk=1460ae81-4c32-4fd2-8361-7522d0227065,EDP,4.6,Feminime,50,"389,000.00","7,780.00",Caramel Popcorn,Brown Sugar,Tangerine,Orchid,Chinese Osmanthus,,Tonka Bean,Bourbon Vanilla,Sandalwood
231,Oullu,,Ego,,https://shopee.co.id/Oullu-Ego-50ml-EDP-i.221212736.4916048441?sp_atk=57b6a368-32a2-4668-b9a6-9aaa45241c46&xptdk=57b6a368-32a2-4668-b9a6-9aaa45241c46,EDP,5,Unisex,50,"389,000.00","7,780.00",Cassis,Fig,,Violet,Geranium,,Cedarwood,Patchouli,
232,Oullu,,Aether,,https://shopee.co.id/Oullu-Aether-50ml-EDP-i.221212736.5616048767?sp_atk=5fe49168-9e3a-4842-8d7b-1dafd370452d&xptdk=5fe49168-9e3a-4842-8d7b-1dafd370452d,EDP,4.3,Unisex,50,"389,000.00","7,780.00",Darjeerling,Sapodilla,,Cucumber,Magnolia,,Virginia Cedarwood,Jasmine,
233,Oullu,,Zephyr,,https://shopee.co.id/Oullu-Zephyr-50ml-EDP-i.221212736.5916053958?sp_atk=5cbe74ec-b46e-459a-9684-82e1fa7c5297&xptdk=5cbe74ec-b46e-459a-9684-82e1fa7c5297,EDP,4.3,Unisex,50,"389,000.00","7,780.00",Bergamot,Lemon,,Jasmine,Apricot,,Amber,Sandalwood,
234,Oullu,,Bird Song,,https://shopee.co.id/Oullu-Bird-Song-50ml-EDP-i.221212736.7660888971?sp_atk=b48f0f5a-c3b1-4860-b11c-054d14c6364d&xptdk=b48f0f5a-c3b1-4860-b11c-054d14c6364d,EDP,4.4,Unisex,50,"389,000.00","7,780.00",Pineapple,Water Lily,Hortensia,Kumquat Plum,Anise,,Amberwood,Myrrh,
235,Oullu,,Umbra,,https://shopee.co.id/Oullu-Umbra-50ml-EDP-i.221212736.6016047645?sp_atk=05a8436f-e84a-474e-a6cd-dc716fde883b,EDP,4.9,Unisex,50,"389,000.00","7,780.00",Amalfi Lemon,Grapefruit,,Clove,Black Pepper,,Oakmoss,Pine,
236,Oullu,,Deep Dive,,https://shopee.co.id/Oullu-Deep-Dive-15ml-EDP-i.221212736.6160889794?sp_atk=36b4fd2d-3380-41a2-ad55-b73bfeee93eb&xptdk=36b4fd2d-3380-41a2-ad55-b73bfeee93eb,EDP,5,Unisex,50,"389,000.00","7,780.00",Lemon Blossom,Barley,Ozonic,Sage,Hinoki,,Oakmoss,Cashmere,
237,Oullu,,One And Only,,https://shopee.co.id/Oullu-One-And-Only-50ml-EDT-i.221212736.17549630225?sp_atk=2880a471-725f-454c-8295-2be766faeee1&xptdk=2880a471-725f-454c-8295-2be766faeee1,EDT,5,Unisex,50,"195,000.00","3,900.00",Apple,Melon,,Marine,Lychee,,Jasmine,Musk,Amber
238,Oullu,,Lonely Hearts,,https://shopee.co.id/Oullu-Lonely-Hearts-50ml-EDT-i.221212736.17449625939?sp_atk=c3d41c99-2c11-416c-806d-28057b46bdcf&xptdk=c3d41c99-2c11-416c-806d-28057b46bdcf,EDT,4.1,Feminime,50,"195,000.00","3,900.00",Red Rose,Apple,Anise,Red Rose,Fresh Flowers,Clove,Vanilla,Amberwood,Musk
239,Perfume Republic,https://www.instagram.com/perfumerepublic_id/,On Point,,https://shopee.co.id/cnfperfumery/13845645920,EDT,4.2,Unisex,100,"249,000.00","2,490.00",Pineapple,Bergamot,Black Pepper,Cardamom,Apple,Black Pepper,Oakmoss,Cedarwood,Amber
240,Perfume Republic,,Piece Of Cake,,https://shopee.co.id/PERFUME-REPUBLIC-PIECE-OF-CAKE-EDT-100ML-i.53497038.8996466955?sp_atk=5cd41f4f-f970-4685-acfd-09621f61a6f2&xptdk=5cd41f4f-f970-4685-acfd-09621f61a6f2,EDT,4,Unisex,100,"249,000.00","2,490.00",Strawberry,Raspberry,Bergamot,Datura,Jasmine,Peony,Musk,Amber,Patchouli
241,Perfume Republic,,Live And Learn,,https://shopee.co.id/PERFUME-REPUBLIC-LIVE-AND-LEARN-EDT-100ML-i.53497038.13345660747?sp_atk=b1863578-6c40-456d-a592-dca6741db472&xptdk=b1863578-6c40-456d-a592-dca6741db472,EDT,4.1,Unisex,100,"249,000.00","2,490.00",Lemon,Lime,Green,Jasmine,Freesia,Cinnamon,Cedarwood,Amber,Musk
242,Perfume Republic,,Out In Bloom,,https://shopee.co.id/PERFUME-REPUBLIC-OUT-IN-BLOOM-EDT-100-ML-i.53497038.17852004267?sp_atk=f4d25607-a727-469c-9d9e-2617cacad5cb&xptdk=f4d25607-a727-469c-9d9e-2617cacad5cb,EDT,4.4,Feminime,100,"249,000.00","2,490.00",Apricot,Pomelo,Violet,Red Rose,Peony,Osmanthus,Musk,Amber,
243,Perfume Republic,,Hang In There,,https://shopee.co.id/PERFUME-REPUBLIC-HANG-IN-THERE-EDT-100ML-i.53497038.13945653138?sp_atk=9bdec094-7e63-4403-8f17-74d3c2a8de86&xptdk=9bdec094-7e63-4403-8f17-74d3c2a8de86,EDT,4.1,Unisex,100,"249,000.00","2,490.00",Green Apple,Lemon,Watermelon,Pineapple,Woody,Lavender,Patchouli,Vetiver,Amberwood
244,Perfume Republic,,Break A Leg,,https://shopee.co.id/PERFUME-REPUBLIC-BREAK-A-LEG-EDT-100ML-i.53497038.13145670044?sp_atk=71846b3d-b35e-4519-8485-778328b52d5a&xptdk=71846b3d-b35e-4519-8485-778328b52d5a,EDT,4.1,Unisex,100,"249,000.00","2,490.00",Lemin,Pink Pepper,Peppermint,Olibanum,Orris Root,Nutmeg,Patchouli,Sandalwood,Vetiver
245,Pive Perfumery,https://www.instagram.com/pive.co/,Antheia,,https://shopee.co.id/piveperfumery/18122446109,EDP,4.2,Unisex,33,"125,000.00","3,787.88",Hyacinth,Bergamot,,Red Rose,Jasmine,Peony,Sandalwood,Amber,Tonka Bean
246,Pive Perfumery,,Glaukos,,https://shopee.co.id/PIVE-Parfums-GLAUKOS-EDP-33ml-i.679552340.20422445507?sp_atk=f7e5e65e-83c4-4751-bf2a-5ae75841cea9,EDP,4.7,Unisex,33,"125,000.00","3,787.88",Grapefruit,Mint,Juniper,Lavender,Bergamot,Rosemary,Musk,Watery,
247,Pive Perfumery,,Hector,,https://shopee.co.id/PIVE-Parfums-HECTOR-EDP-33ml-i.679552340.19622445021?sp_atk=1f06a72d-5b19-4648-b126-bdc1ac230bdb,EDP,4.8,Unisex,33,"125,000.00","3,787.88",Kaffir Lime,Lemon,Ginger,Leathery,Cinnamon,Nutmeg,Musk,Amber,Woody
248,Pive Perfumery,,Daga,,https://shopee.co.id/PIVE-Parfums-DAGA-EDP-33ml-i.679552340.23331151129?sp_atk=b8b4e818-35a0-4286-9c27-9b4454d57cb2&xptdk=b8b4e818-35a0-4286-9c27-9b4454d57cb2,EDP,4.6,Masculine,33,"125,000.00","3,787.88",Apple,Lavender,Vanilla,Cardamom,Black Pepper,,Vanilla,,
249,Project 1945,https://www.instagram.com/project1945.id/,Sunset In Sumba,,https://shopee.co.id/project1945.id/13857878093,EDP,4.6,Masculine,100,"275,000.00","2,750.00",Mandarin Orange,Red Apple,Cardamom,Lavender,Incense,Clove,Patchouli,Vanilla,
250,Project 1946,,Bamboe Roencing,,https://shopee.co.id/Project-1945-Bamboe-Roencing-Perfume-EDP-Parfum-Unisex-100ml-i.525897828.14313059717?sp_atk=99115d47-491e-4505-af66-c4d1178abd2c&xptdk=99115d47-491e-4505-af66-c4d1178abd2c,EDP,4.5,Unisex,100,"275,000.00","2,750.00",Bergamot,Marine,Green,Freesia,Water Lily,Osmanthus,Musk,Woody,Dried Fruits
251,Project 1947,,Fields Of Ubud,,https://shopee.co.id/Project-1945-Fields-of-Ubud-Perfume-EDP-Parfum-Unisex-100ml-i.525897828.12097486404?sp_atk=bcccbe23-7019-47f5-8252-95008cc955d8&xptdk=bcccbe23-7019-47f5-8252-95008cc955d8,EDP,4.8,Unisex,100,"295,000.00","2,950.00",Ambrette Seeds,Buchu Leaves,Bergamot,Lavender,Sea Salt,Sage,Vetiver,Sandalwood,Oakmoss
252,Project 1948,,Apresiasi,,https://shopee.co.id/Project-1945-Apresiasi-Perfume-EDP-Parfum-Unisex-100ml-i.525897828.15297089945?sp_atk=ba67ea01-7235-4d5b-9d67-f607bd3865e3&xptdk=ba67ea01-7235-4d5b-9d67-f607bd3865e3,EDP,4.8,Unisex,100,"295,000.00","2,950.00",Bergamot,Ambrette Seed,Orange,Neroli,Petitgrain,Musk,Vetiver,Cedarwood,Amber
253,Project 1949,,The Great Batavia,,https://shopee.co.id/Project-1945-The-Great-Batavia-Perfume-EDP-Parfum-Unisex-100ml-i.525897828.10576189734?sp_atk=c963388b-3ea4-4348-a710-88c2a624b106&xptdk=c963388b-3ea4-4348-a710-88c2a624b106,EDP,4,Unisex,100,"275,000.00","2,750.00",Apple,Lemon,Watermelon,Lavender,Clove,Geranium,Patchouli,Vanilla,Tonka Bean
254,Project 1950,,Princess Of Java,,https://shopee.co.id/Project-1945-Princess-of-Java-EDP-Parfum-Unisex-100ml-i.525897828.21627772546?sp_atk=f06b600e-864d-41ca-9152-87a432a9e72d&xptdk=f06b600e-864d-41ca-9152-87a432a9e72d,EDP,4.1,Feminime,100,"275,000.00","2,750.00",Peach,Green Pear,Bitter Orange,Tuberose,Neroli,Jasmine,Vanilla,Sandalwood,Musk
255,Project 1951,,Waters Of Maluku,,https://shopee.co.id/Project-1945-Waters-of-Maluku-Perfume-EDP-Parfum-Unisex-100ml-i.525897828.20061806362?sp_atk=adcacd65-eb98-4ef0-ba0f-01cf2f71b6be&xptdk=adcacd65-eb98-4ef0-ba0f-01cf2f71b6be,EDP,4.9,Unisex,100,"295,000.00","2,950.00",Grapefruit,Carrot,Green Tea,Lotus,Peony,Cinnamon,Clove,Cistus,Incense
256,Readyset,https://www.instagram.com/readysetofficial/?hl=en,Windrises,,https://shopee.co.id/readysetofficial/11870460938,EDP,4.4,Unisex,35,"169,000.00","4,828.57",Aldehyde,Lily Of The Valley,,Iris,Neroli,Violet,Woody,Musk,
257,Readyset,,Koriko 1950,,https://shopee.co.id/Koriko-1950-Readyset-Signature-EDP-i.362693634.9880199109,EDP,4.4,Feminime,35,"169,000.00","4,828.57",Cucumber,Vanilla,,Vanilla Flower,,,Musk,,
258,Readyset,,Yokshire,,https://shopee.co.id/Yokshire-Readyset-Signature-EDP-i.362693634.8417757188,EDP,4.9,Feminime,35,"169,000.00","4,828.57",Balsam,Almond,Freesia,Iris,Tuberose,Poppy,Vanilla,Tonka Bean,
259,Readyset,,Prah Boulevard,,https://shopee.co.id/Pr%C3%A0h-Boulevard-Readyset-Signature-EDP-i.362693634.3695104627,EDP,4.1,Feminime,35,"169,000.00","4,828.57",Bergamot,Tuberose,,Jasmine,,,Sandalwood,Ginger,
260,Readyset,,Petite Garden,,https://shopee.co.id/Petite-Garden-Readyset-Signature-EDP-i.362693634.8180187533,EDP,5,Feminime,35,"169,000.00","4,828.57",Damask Rose,Musk,,Woody,,,Mandarin Orange,,
261,Readyset,,Brooklyn Flea,,https://shopee.co.id/Brooklyn-Flea-Readyset-Signature-EDP-i.362693634.11331817005?sp_atk=5369d1ba-dcfb-4018-bb12-a2a3af20c8f8&xptdk=5369d1ba-dcfb-4018-bb12-a2a3af20c8f8,EDP,5,Unisex,35,"169,000.00","4,828.57",Cadarmom,Violet,,Agarwood,,,Sandalwood,Amber,
262,Readyset,,59,,https://shopee.co.id/59-Readyset-Signature-EDP-i.362693634.13247777747?sp_atk=2cc09b35-08f2-467e-a0ae-10b2d871813f&xptdk=2cc09b35-08f2-467e-a0ae-10b2d871813f,EDP,4.5,Feminime,35,"169,000.00","4,828.57",Gardenia,Pear,Watery,Ylang Ylang,Cinnamon,Orange Flower,Cashmere,Suede,Oakmoss
263,Readyset,,Glimpse of,,https://shopee.co.id/Glimpse-of-Ready-Set-Boutique-Collection-EDP-i.362693634.16978477974?sp_atk=db229bc8-80f9-42aa-9563-0e2436b7c4bd&xptdk=db229bc8-80f9-42aa-9563-0e2436b7c4bd,EDP,4.4,Unisex,35,"189,000.00","5,400.00",Bitter Orange,Peach,Jasmine,Poppy,Lotus,Magnolia,Amber,,
264,Readyset,,Wake Up!,,https://shopee.co.id/Wake-Up!-Readyset-Boutique-Collection-EDP-i.362693634.20020806921?sp_atk=25d2f866-4e6e-4477-9038-ee76efe63179&xptdk=25d2f866-4e6e-4477-9038-ee76efe63179,EDP,4.3,Unisex,35,"189,000.00","5,400.00",Iris,Powdery,,Cyclamen,Water Lily,,Ambrette,Musk,Red Rose
265,Readyset,,Adieu!,,https://shopee.co.id/Adieu!-Readyset-Boutique-Collection-EDP-i.362693634.19120808169?sp_atk=269dca2f-aff1-4b2f-af9e-55b15ba340d6&xptdk=269dca2f-aff1-4b2f-af9e-55b15ba340d6,EDP,4.3,Unisex,35,"189,000.00","5,400.00",Guaiac Wood,Agarwood,Lily,Anise,Cedarwood,,Amber,,
266,Readyset,,Monday,,https://shopee.co.id/UNTITLED-Readyset-Boutique-Collection-EDP-i.362693634.19346804118?sp_atk=19520db2-4804-46aa-b7f3-278456a7925e&xptdk=19520db2-4804-46aa-b7f3-278456a7925e,EDP,4.6,Feminime,35,"189,000.00","5,400.00",Ylang Ylang,Sage,Apple,Neroli,Narcissus,Iris,Amber,Musk,Tonka Bean
267,Readyset,,UNTITLED,,https://shopee.co.id/UNTITLED-Readyset-Boutique-Collection-EDP-i.362693634.19346804118?sp_atk=19520db2-4804-46aa-b7f3-278456a7925e&xptdk=19520db2-4804-46aa-b7f3-278456a7925e,EDP,4.1,Unisex,35,"189,000.00","5,400.00",Bergamot,Honey,,Peach,Orange Blossom,Pear,Tonka Bean,Milk,Cashmere
268,Readyset,,Chateau,,https://shopee.co.id/Chateau-Readyset-x-Sheila-Arief-(EDP)-i.362693634.13582154275?sp_atk=1723c801-f3a7-4ce2-addc-dbff35ba2bf2&xptdk=1723c801-f3a7-4ce2-addc-dbff35ba2bf2,EDP,4.8,Unisex,35,"179,000.00","5,114.29",Sage,White Tea,Bergamot,Iris,,,Amber,Tiare,
269,Readyset,,Memoire 21,,https://shopee.co.id/Memoire-21-Readyset-x-Sheila-Arief--i.362693634.17924757426?xptdk=ccbc2f44-9f45-42c7-bba2-0e74df2d6505,EDP,4.7,Feminime,35,"179,000.00","5,114.29",Tuberose,Honeysuckle,Mandarin Orange,Orchid,,,Woody,Tonka Bean,Musk
270,Readyset,,Tea Time,,https://shopee.co.id/Tea-Time-Readyset-x-Sheila-Arief--i.362693634.16924759695?sp_atk=840005b3-32e9-45af-927c-cd70a27d380a&xptdk=840005b3-32e9-45af-927c-cd70a27d380a,EDP,4.1,Unisex,35,"179,000.00","5,114.29",Sencha Tea,Lotus,,Mandarin Orange,Spices,,Musk,Sandalwood,
271,Readyset,,The White Rabbit,,https://shopee.co.id/The-White-Rabbit-Readyset-x-Sheila-Arief-(EDP)-i.362693634.13282159617?sp_atk=8ed10650-0e97-48ee-af21-0c813b8609aa,EDP,4.2,Unisex,35,"179,000.00","5,114.29",Cotton,Musk,Tonka Bean,,,,,,
272,Readyset,,Where Is Audrey?,,https://shopee.co.id/Where-is-Audrey-Readyset-x-Audrey-EDP-i.362693634.23508486050?sp_atk=f0efcb84-26b4-4b7c-a2c8-48fb92a8acff&xptdk=f0efcb84-26b4-4b7c-a2c8-48fb92a8acff,EDP,4.1,Unisex,35,"179,000.00","5,114.29",Blackcurrant,Red Rose,,Neroli,Lemongrass,Lily Of The Valley,Virginia Cedarwood,,
273,Readyset,,Magic Shop,,https://shopee.co.id/Magic-Shop-Readyset-x-Audrey-EDP-i.362693634.13397749540?sp_atk=df2be4b1-9f20-494c-9a1d-94ca8bb16347&xptdk=df2be4b1-9f20-494c-9a1d-94ca8bb16347,EDP,4,Unisex,35,"179,000.00","5,114.29",Patchouli,Peony,,Mimosa,,,Oakmoss,Benzoin,
274,Readyset,,Sprinkled Heart,,https://shopee.co.id/Sprinkled-Heart-Readyset-x-Audrey-EDP-i.362693634.23108485978?sp_atk=348b0254-03a0-45b5-81ae-f5a493db0f0a&xptdk=348b0254-03a0-45b5-81ae-f5a493db0f0a,EDP,4.2,Unisex,35,"179,000.00","5,114.29",Frangipani,Honeysuckle,Mandarin Orange,Mimosa,Juniper,,Vanilla,Musk,Olibanum
275,Readyset,,Amitie - The Prelude,,https://shopee.co.id/Amitie-The-Prelude-(EDP)-i.362693634.23137257815?sp_atk=f0811b90-e613-49f6-b461-1153fa70eba5&xptdk=f0811b90-e613-49f6-b461-1153fa70eba5,EDP,4.8,Unisex,50,"209,000.00","4,180.00",White Musk,Bergamot,,Jasmine,Iris,Grapefruit,White Rose,,
276,Readyset,,Amitie - Ecoute,,https://shopee.co.id/Amitie-Ecoute-(EDP)-i.362693634.23037257867?sp_atk=69dbfd8b-a40b-44ff-89b6-fe9efd469af7&xptdk=69dbfd8b-a40b-44ff-89b6-fe9efd469af7,EDP,4.8,Unisex,50,"209,000.00","4,180.00",Red Rose,Pear,Hedione,Mandarin Orange,Blackcurrant,,White Musk,Vanilla,
277,Remoir Perfumery,https://www.instagram.com/remoir.id/,Hearts of New York,,https://shopee.co.id/remoir.official/22813625979,EDP,4.3,Feminime,35,"159,000.00","4,542.86",Pistachio,,,Moss Rose,Peach,White Floral,Vanilla,Amber,White Musk
278,Remoir Perfumery,,Rachel's Bouquet,,https://shopee.co.id/R%C3%A9moir-Rachel%E2%80%99s-Bouquet-(EDP)-i.914657564.21268123032?sp_atk=e4fd37a6-fdf6-4f93-80a1-3c522e05d7c7&xptdk=e4fd37a6-fdf6-4f93-80a1-3c522e05d7c7,EDP,4.6,Feminime,35,"159,000.00","4,542.86",Honeydew,Orchid,,Moss Rose,Peach,White Floral,Vanilla,Amber,White Musk
279,Remoir Perfumery,,Caramel Brulee Sundae,,https://shopee.co.id/R%C3%A9moir-Caramel-Brulee-Sundae-(EDP)-i.914657564.20269652316?sp_atk=6b47fdb8-0dfe-4a7a-9489-06d8143d8bcb&xptdk=6b47fdb8-0dfe-4a7a-9489-06d8143d8bcb,EDP,4.7,Feminime,35,"159,000.00","4,542.86",Toffee Eclairs,France Creme Brulee,Caramel,Balinese Coconut,Tuberose,,Vanilla,Juniper,Choco Musk
280,Rumah Atsiri,https://www.instagram.com/rumahatsiri?igshid=NDk5N2NlZjQ=,1941,,https://shopee.co.id/rumahatsiriindonesia/22222387033,EDP,4.9,Unisex,10,"95,000.00","9,500.00",Bergamot,Cinnamon,,Jasmine,Cocoa,Clove,Patchouli,Vanilla,Coffee
281,Rumah Atsiri,,Kembang Setaman Jasmine,,https://shopee.co.id/Kembang-Setaman-Jasmine-Perfume-Eau-de-Parfum-by-Atsiri-Jawa-i.190991226.18988553072?sp_atk=501d02d3-6a60-4524-a7c9-f341195215d0&xptdk=501d02d3-6a60-4524-a7c9-f341195215d0,EDP,4,Unisex,10,"95,000.00","9,500.00",Bergamot,Blackcurrant,Sampaquita,Jasmine,Orange Blossom,Red Rose,Iris,Musk,Sandalwood
282,Rumah Atsiri,,Kembang Setaman Tuberose,,https://shopee.co.id/Kembang-Setaman-Tuberose-Perfume-Eau-de-Parfum-by-Atsiri-Jawa-i.190991226.22941913920?sp_atk=d4d71c82-76f2-402b-857a-f2d58c116898&xptdk=d4d71c82-76f2-402b-857a-f2d58c116898,EDP,4.2,Unisex,10,"95,000.00","9,500.00",Bergamot,Green Pear,Blackcurrant,Red Rose,Jasmine,Tuberose,Iris,Musk,Sandalwood
283,Rumah Atsiri,,1963,,https://shopee.co.id/1963-Perfume-Eau-de-Parfum-by-Rumah-Atsiri-i.190991226.19572631992?sp_atk=dc096714-afd7-47eb-aa27-69f8c2db9071&xptdk=dc096714-afd7-47eb-aa27-69f8c2db9071,EDP,4.1,Unisex,10,"95,000.00","9,500.00",Lemongrass,Lemon,Bergamot,Jasmine,Green Tea,Clove,White Musk,Amber,Oakmoss
284,S.TOI Fragrances,https://www.instagram.com/stoiaroma/,Indigo,,https://tokopedia.link/Yo9qMfn07xb,EDP,4.7,Masculine,50,"239,000.00","4,780.00",Calabrian Bergamot,Grapefruit,Hazelnut,Cedarwood,Honey,Spices,Amber,Oakmoss,Woody
285,S.TOI Fragrances,,Decade,,https://www.tokopedia.com/stoifragrance/decade-s-toi-eau-de-parfum-50-ml?extParam=whid%3D15068604,EDP,4.3,Unisex,50,"245,000.00","4,900.00",Citrus,Floral,Fruity,Aldehyde,Green,Spices,Balsamic,Caramel,Musk
286,S.TOI Fragrances,,Aurora,,https://www.tokopedia.com/stoifragrance/aurora-s-toi-eau-de-parfum-50-ml?extParam=whid%3D15068604,EDP,4.7,Feminime,50,"245,000.00","4,900.00",Pear,Green Mandarin Orange,Cinnamon,Orange Blossom,Jasminum Sambac,,Madagascar Vanilla,Bourbon Vanilla,Patchouli
287,SAFF & Co.,https://www.instagram.com/saffnco/,S.O.T.B,,https://shopee.co.id/saffnco/20634545364,ExDP,4.3,Feminime,30,"299,000.00","9,966.67",Mandarin Orange,Galbanum,Ylang Ylang,Tuberose,Jasmine,Orange Flower,Vanilla,Tonka Bean,Musk
288,SAFF & Co.,,CHNO,,https://shopee.co.id/SAFF-Co.-Extrait-de-Parfum-CHNO-i.267621044.4256493936?sp_atk=ba09f3d1-39ef-4095-9eb3-2d7c3c92ca70&xptdk=ba09f3d1-39ef-4095-9eb3-2d7c3c92ca70,ExDP,4.6,Feminime,30,"199,000.00","6,633.33",Pink Pepper,Orange Blossom,Pear,Coffee,Jasmine,Bitter Almond,Vanilla,Patchouli,Cedarwood
289,SAFF & Co.,,LOUI,,https://shopee.co.id/SAFF-Co.-Extrait-de-Parfum-LOUI-i.267621044.7239968109?sp_atk=cbecadcb-306e-4fed-8bee-c615b504620b&xptdk=cbecadcb-306e-4fed-8bee-c615b504620b,ExDP,4,Unisex,30,"199,000.00","6,633.33",Verbena,Green,Aldehyde,Red Rose,Peony,Lily Of The Valley,Cedarwood,Musk,
290,SAFF & Co.,,OMNIA,,https://shopee.co.id/SAFF-Co.-Extrait-de-Parfum-OMNIA-i.267621044.5139970089?sp_atk=cafc74a8-7a78-45fd-899d-77116fe5733f&xptdk=cafc74a8-7a78-45fd-899d-77116fe5733f,ExDP,5,Feminime,30,"199,000.00","6,633.33",Grapefruit,Green,,Red Rose,Floral,Iris,Woody,Heliotrope,Musk
291,SAFF & Co.,,OSTARA,,https://shopee.co.id/SAFF-Co.-Extrait-de-Parfum-OSTARA-i.267621044.21260025977?sp_atk=6cd59ca4-f680-45bb-9438-39af222cbe52&xptdk=6cd59ca4-f680-45bb-9438-39af222cbe52,ExDP,4.5,Feminime,30,"299,000.00","9,966.67",Raspberry,Passionfruit,Pear,Cassis Buds,Lily Of The Valley,,Amber,Patchouli,Heliotrope
292,SAFF & Co.,,TROUPE,,https://shopee.co.id/SAFF-Co.-Extrait-de-Parfum-TROUPE-i.267621044.4239965022?sp_atk=1f175215-40d0-4063-be0e-9c8f2162d606&xptdk=1f175215-40d0-4063-be0e-9c8f2162d606,ExDP,4.8,Feminime,30,"199,000.00","6,633.33",Citrus,Pear,,Red Rose,Orange Blossom,Freesia,Patchouli,Musk,Amber
293,SAFF & Co.,,CASCAVEL,,https://shopee.co.id/SAFF-Co.-Extrait-de-Parfum-CASCAVEL-(540)-i.267621044.6639972377?sp_atk=64502c6d-f0a4-480c-8596-eef822db0003&xptdk=64502c6d-f0a4-480c-8596-eef822db0003,ExDP,4.7,Unisex,30,"199,000.00","6,633.33",Saffron,Orange Blossom,,Jasmine,Violet,Lily Of The Valley,Oakmoss,Ambergris,
294,SAFF & Co.,,SAFF,,https://shopee.co.id/SAFF-Co.-Extrait-de-Parfum-SAFF-i.267621044.11425093865?sp_atk=1389497c-50d3-47bb-8dc6-bf6b52f362f4&xptdk=1389497c-50d3-47bb-8dc6-bf6b52f362f4,ExDP,4.2,Masculine,30,"299,000.00","9,966.67",Bergamot,Mandarin Orange,Saffron,Ylang Ylang,Lily Of The Valley,Jasmine,Amber,Leathery,Musk
295,SAFF & Co.,,COCO,,https://shopee.co.id/SAFF-Co.-Extrait-de-Parfum-COCO-i.267621044.3440066032?sp_atk=105d92af-2fa6-4597-8979-390ee9b6680c&xptdk=105d92af-2fa6-4597-8979-390ee9b6680c,ExDP,4.4,Masculine,30,"199,000.00","6,633.33",Citrus,Floral,Green,Marine,Woody,,Musk,Oriental,
296,SAFF & Co.,,SOLARIS,,https://shopee.co.id/SAFF-Co.-Extrait-de-Parfum-SOLARIS-i.267621044.8199845292?sp_atk=a3289244-a0f7-4bb6-a2de-ae1f92fd773a&xptdk=a3289244-a0f7-4bb6-a2de-ae1f92fd773a,ExDP,4.1,Masculine,30,"299,000.00","9,966.67",Bergamot,Mandarin Orange,Violet Leaves,Orries,Freesia,Cedarwood,Vetiver,Amber,Tonka Bean
297,SAFF & Co.,,ILIAD,,https://shopee.co.id/SAFF-Co.-Extrait-de-Parfum-ILIAD-i.267621044.18179730942?sp_atk=5d4644df-6501-47bd-800e-19c2ceb96bef&xptdk=5d4644df-6501-47bd-800e-19c2ceb96bef,ExDP,4.4,Unisex,30,"299,000.00","9,966.67",Pink Pepper,Peony,Muguet,Ylang Ylang,Iris,Hedione,Amber,Cashmere,Patchouli
298,SAFF & Co.,,XOCOLATL,,https://shopee.co.id/SAFF-Co.-x-Crayon-ShinChan-x-Tahilalats-XOCOLATL-i.267621044.19388136250?sp_atk=5c464c07-b61a-4e54-a781-0875bd1aac0b&xptdk=5c464c07-b61a-4e54-a781-0875bd1aac0b,ExDP,4.3,Unisex,30,"299,000.00","9,966.67",Mandarin Orange,Pear,Apple,Heliotrope,Plumeria,Maltol,Coconut,Musk,Sandalwood
299,SAFF & Co.,,LAS POZAS,,https://shopee.co.id/SAFF-Co.-Extrait-de-Parfum-LAS-POZAS-i.267621044.22330453905?sp_atk=dd6db27b-0fff-473c-b80e-428f749e4e9e&xptdk=dd6db27b-0fff-473c-b80e-428f749e4e9e,ExDP,4.2,Unisex,30,"249,000.00","8,300.00",Datura,,,Benzoin,Nutmeg,,Cashmere,Cedarwood,Sandalwood
300,Saint Hars,https://www.instagram.com/sainthars.official/?hl=en,St. Moritz,,https://shopee.co.id/sainthars/17790910103,ExDP,4.4,Feminime,30,"249,000.00","8,300.00",Bergamot,,,Lily Of The Valley,Jasmine,,Vanilla,Amber,Musk
